title	name	meaning	menu_1	menu_2	menu_3	menu_4	menu_5	description	
		GENEPIO:0100239		Convocation [GENEPIO:0100239]					
		GENEPIO:0100240		Agricultural Event [GENEPIO:0100240]				A gathering exhibiting the equipment, animals, sports and recreation associated with agriculture and animal husbandry.	
		GENEPIO:0100241	Religious Gathering [GENEPIO:0100241]						
		GENEPIO:0100242		Mass [GENEPIO:0100242]					
		PCO:0000033	Social Gathering [PCO:0000033]					A type of social behavior in which a collection of humans intentionally gathers together on a temporary basis to engage socially.	
		PCO:0000039		Baby Shower [PCO:0000039]					
		PCO:0000034		Community Event [PCO:0000034]					
		GENEPIO:0100243		Family Gathering [GENEPIO:0100243]					
		GENEPIO:0100244			Family Reunion [GENEPIO:0100244]				
		GENEPIO:0100245		Funeral [GENEPIO:0100245]					
		PCO:0000035		Party [PCO:0000035]					
		PCO:0000037		Potluck [PCO:0000037]					
		PCO:0000038		Wedding [PCO:0000038]					
		GENEPIO:0101183	Animal contact event [GENEPIO:0101183]						
		GENEPIO:0101185		Trip to a live animal market [GENEPIO:0101185]					
		GENEPIO:0101186		Trip to a farm [GENEPIO:0101186]					
		GENEPIO:0101188		Wildlife encounter [GENEPIO:0101188]					
		GENEPIO:0101184			Hunting trip [GENEPIO:0101184]				
		GENEPIO:0101187	Animal transportation event [GENEPIO:0101187]						
			Other exposure event						
									
exposure_contact_level menu	ExposureContactLevelMenu	GENEPIO:0101189	Contact with infected animal [GENEPIO:0101189]						
		GENEPIO:0101190		Direct (host-to-animal contact) [GENEPIO:0101190]					
		GENEPIO:0101191		Indirect contact (host-to-animal) [GENEPIO:0101191]					
		GENEPIO:0101192			Close animal contact (face-to-face contact) [GENEPIO:0101192]				
		GENEPIO:0101193			Casual animal contact [GENEPIO:0101193]				
			Contact with infected individual						
		TRANS:0000001		Direct (human-to-human contact) [TRANS:0000001]				Direct and essentially immediate transfer of infectious agents to a receptive portal of entry through which human or animal infection may take place. This may be by direct contact such as touching, kissing, biting, or sexual intercourse or by the direct projection (droplet spread) of droplet spray onto the conjunctiva or the mucous membranes of the eyes, nose, or mouth. It may also be by direct exposure of susceptible tissue to an agent in soil, compost, or decaying vegetable matter or by the bite of a rabid animal. Transplacental transmission is another form of direct transmission.	
		GENEPIO:0100246		Indirect contact [GENEPIO:0100246]				A type of contact in which an individual does not come in direct contact with a source of infection e.g. through airborne transmission, contact with contaminated surfaces. 	
		GENEPIO:0100247			Close contact (face-to-face contact) [GENEPIO:0100247]			A type of indirect contact where an individual sustains unprotected exposure by being within 6 feet of an infected individual over a sustained period of time.	
		GENEPIO:0100248			Casual contact [GENEPIO:0100248]			A type of indirect contact where an individual may at the same location at the same time as a positive case; however, they may have been there only briefly, or it may have been a location that carries a lower risk of transmission.	
									
host_role menu	HostRoleMenu	GENEPIO:0100249	Attendee [GENEPIO:0100249]					A role inhering in a person that is realized when the bearer is present on a given occasion or at a given place.	
		OMRSE:00000058		Student [OMRSE:00000058]				A human social role that, if realized, is realized by the process of formal education that the bearer undergoes.	
		OMRSE:00000030	Patient [OMRSE:00000030]					A patient role that inheres in a human being.	
		NCIT:C25182		Inpatient [NCIT:C25182]				A patient who is residing in the hospital where he is being treated.	
		NCIT:C28293		Outpatient [NCIT:C28293]				A patient who comes to a healthcare facility for diagnosis or treatment but is not admitted for an overnight stay.	
		GENEPIO:0100250	Passenger [GENEPIO:0100250]					A role inhering in a person that is realized when the bearer travels in a vehicle but bears little to no responsibility for vehicle operation nor arrival at its destination.	
		GENEPIO:0100251	Resident [GENEPIO:0100251]					A role inhering in a person that is realized when the bearer maintains residency in a given place.	
		GENEPIO:0100252	Visitor [GENEPIO:0100252]					A role inhering in a person that is realized when the bearer pays a visit to a specific place or event.	
		GENEPIO:0100253	Volunteer [GENEPIO:0100253]					A role inhering in a person that is realized when the bearer enters into any service of their own free will.	
		GENEPIO:0100254	Work [GENEPIO:0100254]					A role inhering in a person that is realized when the bearer performs labor for a living.	
		GENEPIO:0100255		Administrator [GENEPIO:0100255]				A role inhering in a person that is realized when the bearer is engaged in administration or administrative work.	
		GENEPIO:0100256		First Responder [GENEPIO:0100256]				A role inhering in a person that is realized when the bearer is among the first to arrive at the scene of an emergency and has specialized training to provide assistance.	
		GENEPIO:0100257			Firefighter [GENEPIO:0100257]				
		GENEPIO:0100258			Paramedic [GENEPIO:0100258]				
		GENEPIO:0100259			Police Officer [GENEPIO:0100259]				
		GENEPIO:0100260		Housekeeper [GENEPIO:0100260]				A role inhering in a person that is realized when the bearer is an individual who performs cleaning duties and/or is responsible for the supervision of cleaning staff.	
		GENEPIO:0100261		Kitchen Worker [GENEPIO:0100261]				A role inhering in a person that is realized when the bearer is an employee that performs labor in a kitchen.	
		GENEPIO:0100334		Healthcare Worker [GENEPIO:0100334]				A role inhering in a person that is realized when the bearer is an employee that performs labor in a healthcare setting.	
		GENEPIO:0100420			Community Healthcare Worker [GENEPIO:0100420]			A role inhering in a person that is realized when the bearer a professional caregiver that provides health care or supportive care in the individual home where the patient or client is living, as opposed to care provided in group accommodations like clinics or nursing home. 	
		GENEPIO:0100262			Laboratory Worker [GENEPIO:0100262]			A role inhering in a person that is realized when the bearer is an employee that performs labor in a laboratory.	
		OMRSE:00000014			Nurse [OMRSE:00000014]			A health care role borne by a human being and realized by the care of individuals, families, and communities so they may attain, maintain, or recover optimal health and quality of life.	
		GENEPIO:0100263			Personal Care Aid [GENEPIO:0100263]			A role inhering in a person that is realized when the bearer works to help another person complete their daily activities.	
		GENEPIO:0100264			Pharmacist [GENEPIO:0100264]			A role inhering in a person that is realized when the bearer is a health professional who specializes in dispensing prescription drugs at a healthcare facility.	
		OMRSE:00000013			Physician [OMRSE:00000013]			A health care role borne by a human being and realized by promoting, maintaining or restoring human health through the study, diagnosis, and treatment of disease, injury and other physical and mental impairments.	
		GENEPIO:0100354		Rotational Worker [GENEPIO:0100354]				A role inhering in a person that is realized when the bearer performs labor on a regular schedule, often requiring travel to geographic locations other than where they live.	
		GENEPIO:0100355		Seasonal Worker [GENEPIO:0100355]				A role inhering in a person that is realized when the bearer performs labor for a particular period of the year, such as harvest, or Christmas.	
		GENEPIO:0100265		Veterinarian [GENEPIO:0100265]				A role inhering in a person that is realized when the bearer is a professional who practices veterinary medicine.	
		OMRSE:00000001	Social role [OMRSE:00000001]					A social role inhering in a human being.	
		GENEPIO:0100266		Acquaintance of case [GENEPIO:0100266]				A role inhering in a person that is realized when the bearer is in a state of being acquainted with a person.	
		GENEPIO:0100267		Relative of case [GENEPIO:0100267]				A role inhering in a person that is realized when the bearer is a relative of the case.	
		GENEPIO:0100268			Child of case [GENEPIO:0100268]			A role inhering in a person that is realized when the bearer is a person younger than the age of majority.	
		GENEPIO:0100269			Parent of case [GENEPIO:0100269]			A role inhering in a person that is realized when the bearer is a caregiver of the offspring of their own species.	
		GENEPIO:0100270				Father of case [GENEPIO:0100270]		A role inhering in a person that is realized when the bearer is the male parent of a child.	
		GENEPIO:0100271				Mother of case [GENEPIO:0100271]		A role inhering in a person that is realized when the bearer is the female parent of a child.	
		GENEPIO:0100272		Spouse of case [GENEPIO:0100272]				A role inhering in a person that is realized when the bearer is a significant other in a marriage, civil union, or common-law marriage.	
			Other Host Role						
									
exposure_setting menu	ExposureSettingMenu	ECTO:3000005	Human Exposure [ECTO:3000005]					A history of exposure to Homo sapiens.	
		GENEPIO:0100185		Contact with Patient [GENEPIO:0100185]				A process occuring within or in the vicinity of a human patient that exposes the recipient organism to a material entity.	
		GENEPIO:0100187		Contact with Person with Acute Respiratory Illness [GENEPIO:0100187]					
		GENEPIO:0100188		Contact with Person with Fever and/or Cough [GENEPIO:0100188]					
		GENEPIO:0100190	Occupational, Residency or Patronage Exposure [GENEPIO:0100190]					A process occuring within or in the vicinity of a human residential environment that exposes the recipient organism to a material entity.	
		ECTO:1000033		Abbatoir [ECTO:1000033]				A exposure event involving the interaction of an exposure receptor to abattoir.	
		GENEPIO:0100191		Animal Rescue [GENEPIO:0100191]				A process occuring within or in the vicinity of an animal rescue facility that exposes the recipient organism to a material entity.	
		GENEPIO:0100192		Childcare [GENEPIO:0100192]				A process occuring within or in the vicinity of a human childcare environment that exposes the recipient organism to a material entity.	
		GENEPIO:0100193			Daycare [GENEPIO:0100193]			A process occuring within or in the vicinity of a human daycare environment that exposes the recipient organism to a material entity.	
		GENEPIO:0100194			Nursery [GENEPIO:0100194]			A process occuring within or in the vicinity of a human nursery that exposes the recipient organism to a material entity.	
		GENEPIO:0100195		Community Service Centre [GENEPIO:0100195]				A process occuring within or in the vicinity of a community service centre that exposes the recipient organism to a material entity.	
		GENEPIO:0100196		Correctional Facility [GENEPIO:0100196]				A process occuring within or in the vicinity of a correctional facility that exposes the recipient organism to a material entity.	
		GENEPIO:0100197		Dormitory [GENEPIO:0100197]				A process occuring within or in the vicinity of a dormitory that exposes the recipient organism to a material entity.	
		ECTO:1000034		Farm [ECTO:1000034]				A exposure event involving the interaction of an exposure receptor to farm	
		GENEPIO:0100198		First Nations Reserve [GENEPIO:0100198]				A process occuring within or in the vicinity of a first nations reserve that exposes the recipient organism to a material entity.	
		GENEPIO:0100199		Funeral Home [GENEPIO:0100199]				A process occuring within or in the vicinity of a group home that exposes the recipient organism to a material entity.	
		GENEPIO:0100200		Group Home [GENEPIO:0100200]				A process occuring within or in the vicinity of a group home that exposes the recipient organism to a material entity.	
		GENEPIO:0100201		Healthcare Setting [GENEPIO:0100201]				A process occuring within or in the vicinity of a healthcare environment that exposes the recipient organism to a material entity.	
		GENEPIO:0100202			Ambulance [GENEPIO:0100202]			A process occuring within or in the vicinity of an ambulance that exposes the recipient organism to a material entity.	
		GENEPIO:0100203			Acute Care Facility [GENEPIO:0100203]			A process occuring within or in the vicinity of an acute care facility that exposes the recipient organism to a material entity.	
		GENEPIO:0100204			Clinic [GENEPIO:0100204]			A process occuring within or in the vicinity of a medical clinic that exposes the recipient organism to a material entity.	
		GENEPIO:0100415			Community Healthcare (At-Home) Setting [GENEPIO:0100415]			A process occuring within or in the vicinty of a the individual home where the patient or client is living and health care or supportive care is being being delivered, as opposed to care provided in group accommodations like clinics or nursing home. 	
		GENEPIO:0100205			Community Health Centre [GENEPIO:0100205]			A process occuring within or in the vicinity of a community health centre that exposes the recipient organism to a material entity.	
		ECTO:1000035			Hospital [ECTO:1000035]			A exposure event involving the interaction of an exposure receptor to hospital.	
		GENEPIO:0100206				Emergency Department [GENEPIO:0100206]		A process occuring within or in the vicinity of an emergency department that exposes the recipient organism to a material entity.	
		GENEPIO:0100207				ICU [GENEPIO:0100207]		A process occuring within or in the vicinity of an ICU that exposes the recipient organism to a material entity.	
		GENEPIO:0100208				Ward [GENEPIO:0100208]		A process occuring within or in the vicinity of a hospital ward that exposes the recipient organism to a material entity.	
		ECTO:1000036			Laboratory [ECTO:1000036]			A exposure event involving the interaction of an exposure receptor to laboratory facility.	
		GENEPIO:0100209			Long-Term Care Facility [GENEPIO:0100209]			A process occuring within or in the vicinity of a long-term care facility that exposes the recipient organism to a material entity.	
		GENEPIO:0100210			Pharmacy [GENEPIO:0100210]			A process occuring within or in the vicinity of a pharmacy that exposes the recipient organism to a material entity.	
